account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,total_call_minutes,total_charges,call_intensity,call_minutes_category,state_encoded
145,408,no,no,0,199.2,124,33.86,126.0,86,10.71,289.2,135,13.01,7.6,3,2.05,1,False,614.4,59.629999999999995,1.7808695652173911,High,77
42,415,no,no,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2,False,664.2,63.35,2.3553191489361702,Very High,63
125,510,no,no,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0,False,587.5,57.480000000000004,1.971476510067114,High,66
131,415,no,yes,30,174.0,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,False,597.5,58.660000000000004,2.0674740484429064,High,53
107,415,no,no,0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,False,595.0999999999999,68.17999999999999,2.5540772532188836,High,66
48,408,no,no,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,False,547.4,58.9,2.0973180076628353,Medium,58
76,510,no,no,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,False,628.3,62.17,2.122635135135135,High,58
128,415,no,no,0,148.5,105,25.25,243.0,106,20.66,255.2,114,11.48,6.8,2,1.84,1,False,646.7,59.230000000000004,1.989846153846154,Very High,51
73,415,no,no,0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10.0,8,2.7,0,False,607.4,60.43000000000001,2.1462897526501767,High,78
52,415,no,no,0,155.0,110,26.35,133.4,104,11.34,176.1,84,7.92,7.0,4,1.89,4,True,464.5,47.5,1.558724832214765,Low,72
126,415,yes,yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,False,460.3,46.52000000000001,1.3578171091445428,Low,73
124,415,no,no,0,188.5,77,32.05,182.0,123,15.47,218.2,127,9.82,6.1,6,1.65,1,False,588.7,58.989999999999995,1.8003058103975536,High,68
137,408,no,no,0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3.0,0,False,655.7,67.62,1.8734285714285717,Very High,66
71,510,no,no,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,True,709.6,76.00999999999999,2.289032258064516,Very High,62
139,415,no,no,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False,611.9,63.720000000000006,2.1775800711743774,High,61
107,510,no,yes,30,198.9,87,33.81,207.0,90,17.6,159.8,76,7.19,12.6,4,3.4,3,False,565.7,62.0,2.2359683794466405,Medium,65
147,408,no,no,0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,False,573.0999999999999,63.31,2.0250883392226147,Medium,59
116,510,no,no,0,137.4,126,23.36,120.0,94,10.2,130.3,64,5.86,12.4,2,3.35,3,False,387.7,42.77,1.3651408450704225,Low,65
60,510,no,yes,31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,False,660.1,67.85,2.4268382352941176,Very High,83
38,510,no,no,0,149.0,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,False,361.5,40.61,1.3745247148288973,Low,72
63,408,no,no,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,False,528.9,51.42999999999999,1.8113013698630136,Medium,61
94,415,no,no,0,108.0,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,False,602.0,53.07000000000001,1.8637770897832817,High,62
131,415,no,no,0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,False,454.9,45.279999999999994,1.2850282485875706,Low,65
158,510,no,no,0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11.0,6,2.97,1,False,552.5,57.349999999999994,1.8986254295532645,Medium,65
139,510,no,no,0,236.6,109,40.22,169.9,107,14.44,212.3,118,9.55,11.1,2,3.0,1,True,618.8,67.21,1.852694610778443,High,83
77,415,no,no,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,False,588.6,55.6,1.7570149253731344,High,61
140,415,no,no,0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,False,547.9,53.24,1.8142384105960263,Medium,78
72,408,no,no,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,False,535.9,55.8,1.810472972972973,Medium,59
52,510,no,yes,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,False,590.3,54.24,2.0146757679180887,High,60
103,510,no,no,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5,False,588.9000000000001,59.51,1.857728706624606,High,77
74,415,no,yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,False,719.9000000000001,69.07000000000001,2.292675159235669,Very High,70
124,415,no,no,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False,542.9000000000001,56.83,1.9741818181818185,Medium,62
85,510,no,yes,21,283.2,110,48.14,239.7,108,20.37,149.5,80,6.73,6.3,1,1.7,5,False,672.4,76.94000000000001,2.2563758389261745,Very High,66
113,408,no,yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True,590.8,55.13,2.4719665271966527,High,59
71,408,no,no,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2,False,461.69999999999993,46.27,1.570408163265306,Low,66
177,415,no,yes,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1,False,641.6999999999999,68.30000000000001,2.1976027397260274,High,66
49,415,yes,no,0,237.8,92,40.43,208.9,119,17.76,167.8,86,7.55,15.6,6,4.21,2,True,614.5,69.94999999999999,2.069023569023569,High,60
106,510,yes,no,0,204.0,84,34.68,168.5,61,14.32,164.0,102,7.38,13.3,3,3.59,3,True,536.5,59.97,2.172064777327935,Medium,65
60,510,no,no,0,221.1,106,37.59,178.6,48,15.18,202.7,90,9.12,7.4,3,2.0,1,False,602.4,63.89,2.4688524590163934,High,73
43,408,no,no,0,177.2,93,30.12,142.6,60,12.12,314.1,144,14.13,12.7,2,3.43,4,False,633.9,59.800000000000004,2.1343434343434344,High,59
66,510,no,no,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False,580.5,52.23,1.6398305084745763,Medium,62
125,415,no,no,0,163.8,73,27.85,255.6,85,21.73,192.9,95,8.68,15.7,4,4.24,0,False,612.3,62.5,2.4201581027667984,High,60
114,510,no,yes,4,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,False,595.4000000000001,56.209999999999994,2.213382899628253,High,60
112,415,no,no,0,272.5,119,46.33,226.1,94,19.22,159.1,94,7.16,16.4,5,4.43,3,True,657.7,77.13999999999999,2.1423452768729643,Very High,53
101,408,no,yes,16,118.9,112,20.21,228.3,97,19.41,180.1,111,8.1,8.2,5,2.21,2,False,527.3000000000001,49.93000000000001,1.6478125000000001,Medium,68
70,415,no,no,0,7.9,100,1.34,136.4,83,11.59,156.6,89,7.05,12.1,1,3.27,0,False,300.9,23.25,1.10625,Low,78
59,408,no,no,0,159.5,96,27.12,167.2,123,14.21,138.6,106,6.24,10.2,4,2.75,0,False,465.29999999999995,50.32,1.4316923076923076,Low,52
59,408,no,no,0,150.2,70,25.53,185.7,98,15.78,212.5,128,9.56,12.1,2,3.27,1,False,548.4,54.14000000000001,1.8527027027027025,Medium,64
124,415,no,yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,False,633.3,60.300000000000004,2.905045871559633,High,68
99,415,no,no,0,140.7,88,23.92,210.9,98,17.93,229.9,125,10.35,12.4,4,3.35,2,False,581.5,55.550000000000004,1.869774919614148,Medium,61
150,510,no,no,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,False,565.4,58.66,1.8063897763578274,Medium,77
81,510,no,no,0,220.8,77,37.54,148.5,87,12.62,183.9,100,8.28,7.6,3,2.05,2,False,553.2,60.489999999999995,2.0954545454545457,Medium,65
86,510,no,no,0,216.3,96,36.77,266.3,77,22.64,214.0,110,9.63,4.5,3,1.22,0,False,696.6,70.26,2.4614840989399296,Very High,71
84,510,no,no,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0,False,425.3,49.5,1.6357692307692309,Low,70
118,510,no,yes,35,256.3,119,43.57,258.1,91,21.94,215.5,130,9.7,11.7,1,3.16,1,False,729.9000000000001,78.37,2.146764705882353,Very High,66
89,415,no,no,0,179.7,128,30.55,299.8,92,25.48,185.3,120,8.34,7.6,3,2.05,1,False,664.8,66.42,1.9552941176470586,Very High,66
93,415,no,no,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3,False,561.9000000000001,67.28,2.104494382022472,Medium,70
85,415,no,no,0,96.7,97,16.44,193.8,95,16.47,171.7,88,7.73,9.7,3,2.62,2,False,462.2,43.26,1.6507142857142856,Low,55
160,408,no,no,0,82.7,116,14.06,194.6,95,16.54,159.0,54,7.15,10.9,9,2.94,0,False,436.3,40.69,1.6464150943396227,Low,77
28,415,no,no,0,168.2,87,28.59,161.7,92,13.74,192.4,112,8.66,10.1,3,2.73,3,False,522.3,53.71999999999999,1.794845360824742,Medium,45
73,408,no,no,0,286.4,109,48.69,178.2,67,15.15,214.2,152,9.64,10.7,14,2.89,1,True,678.8,76.36999999999999,2.069512195121951,Very High,72
156,408,no,no,0,174.3,95,29.63,186.6,128,15.86,258.2,105,11.62,12.9,5,3.48,3,False,619.0999999999999,60.58999999999999,1.8874999999999997,High,83
33,415,yes,no,0,190.6,100,32.4,161.7,104,13.74,189.9,136,8.55,13.0,6,3.51,1,False,542.1999999999999,58.199999999999996,1.594705882352941,Medium,78
77,510,no,no,0,175.5,86,29.84,205.1,78,17.43,245.2,100,11.03,17.8,3,4.81,4,False,625.8,63.11,2.370454545454545,High,34
119,415,no,no,0,133.4,102,22.68,204.6,71,17.39,196.9,103,8.86,11.1,7,3.0,1,False,534.9,51.93,1.9380434782608695,Medium,83
91,510,no,yes,27,204.6,96,34.78,136.0,93,11.56,210.5,82,9.47,6.6,2,1.78,3,False,551.1,57.59,2.033579335793358,Medium,55
102,510,no,no,0,242.2,88,41.17,233.2,89,19.82,188.5,121,8.48,6.2,6,1.67,3,False,663.9,71.14,2.2278523489932884,Very High,73
86,415,no,yes,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,False,558.2,68.36999999999999,1.836184210526316,Medium,61
82,415,no,no,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,False,494.0,48.13,1.6303630363036303,Low,72
89,408,no,no,0,105.9,151,18.0,189.6,142,16.12,170.9,67,7.69,12.7,7,3.43,0,False,466.4,45.24,1.2955555555555556,Low,68
86,415,no,no,0,194.2,98,33.01,193.8,95,16.47,192.0,123,8.64,9.3,7,2.51,3,False,580.0,60.629999999999995,1.8354430379746836,Medium,73
134,408,no,no,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,468.0,50.63,1.5194805194805194,Low,58
92,415,no,no,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,False,549.7,59.81999999999999,2.035925925925926,Medium,78
87,510,no,no,0,184.5,81,31.37,172.0,103,14.62,183.4,96,8.25,13.7,3,3.7,3,False,539.9,57.940000000000005,1.9282142857142857,Medium,60
64,408,no,no,0,261.9,113,44.52,148.1,99,12.59,145.2,74,6.53,13.8,4,3.73,0,False,555.2,67.37,1.9412587412587414,Medium,61
80,510,no,no,0,202.4,118,34.41,260.2,67,22.12,177.4,112,7.98,9.2,5,2.48,3,False,640.0,66.99000000000001,2.154882154882155,High,65
165,415,no,yes,39,167.4,113,28.46,172.7,94,14.68,192.6,113,8.67,9.5,4,2.57,3,False,532.7,54.38,1.6646875,Medium,70
153,415,no,yes,22,167.7,104,28.51,246.8,91,20.98,203.9,117,9.18,7.5,11,2.03,1,False,618.4,60.7,1.982051282051282,High,73
41,415,no,yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,534.1,58.72,1.854513888888889,Medium,62
108,415,no,no,0,240.2,78,40.83,230.3,109,19.58,217.0,83,9.76,5.2,1,1.4,2,False,687.5,71.57000000000001,2.5462962962962963,Very High,60
104,415,no,yes,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1,False,566.5999999999999,59.269999999999996,1.8102236421725237,Medium,83
115,408,no,no,0,127.7,67,21.71,182.9,90,15.55,172.9,92,7.78,10.6,7,2.86,1,False,483.5,47.900000000000006,1.9417670682730923,Low,61
87,415,no,no,0,205.2,106,34.88,99.5,122,8.46,189.5,75,8.53,13.4,3,3.62,1,False,494.2,55.49,1.631023102310231,Low,61
159,415,no,yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,531.8,55.209999999999994,1.9551470588235293,Medium,60
119,510,no,no,0,154.5,129,26.27,193.6,87,16.46,180.9,145,8.14,13.4,3,3.62,2,False,529.0,54.49,1.4653739612188366,Medium,71
69,415,no,no,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1,False,603.8,57.95,1.8408536585365853,High,66
87,408,yes,yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,584.6,58.050000000000004,1.7347181008902077,High,58
93,510,no,no,0,328.1,106,55.78,151.7,89,12.89,303.5,114,13.66,8.7,3,2.35,1,True,783.3,84.67999999999999,2.5349514563106794,Very High,60
154,415,yes,no,0,145.9,69,24.8,208.2,141,17.7,180.9,106,8.14,14.4,10,3.89,0,True,535.0,54.53,1.6930379746835442,Medium,61
57,415,no,yes,37,201.2,76,34.2,280.1,122,23.81,154.2,110,6.94,11.8,1,3.19,1,False,635.5,68.14,2.063311688311688,High,70
130,510,no,no,0,139.1,72,23.65,246.0,112,20.91,207.2,121,9.32,11.4,9,3.08,5,False,592.3,56.96,1.9419672131147538,High,44
151,415,no,no,0,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,False,592.0,56.2,2.3307086614173227,High,68
162,408,no,no,0,217.6,87,36.99,279.0,71,23.72,250.7,65,11.28,10.4,4,2.81,2,True,747.3,74.8,3.351121076233184,Very High,68
60,415,no,no,0,145.0,133,24.65,209.1,92,17.77,328.5,112,14.78,14.6,2,3.94,1,False,682.6,61.14,2.025519287833828,Very High,68
81,510,no,no,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3,False,706.0,71.14999999999999,3.0829694323144103,Very High,44
132,415,no,no,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,553.9,64.31,1.688719512195122,Medium,66
86,408,no,no,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,482.6,43.620000000000005,1.484923076923077,Low,61
136,408,no,no,0,269.8,106,45.87,228.8,101,19.45,257.5,106,11.59,10.1,8,2.73,1,True,756.1,79.64,2.4156549520766775,Very High,72
121,415,no,yes,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1,False,528.4,50.81,1.6774603174603173,Medium,65
105,510,no,yes,15,88.1,125,14.98,175.9,142,14.95,269.9,85,12.15,9.7,1,2.62,2,False,533.9,44.699999999999996,1.5167613636363635,Medium,44
105,415,no,yes,34,218.5,61,37.15,196.7,74,16.72,151.1,103,6.8,9.9,4,2.67,2,False,566.3,63.339999999999996,2.3794117647058823,Medium,78
51,415,no,yes,26,236.8,61,40.26,263.4,97,22.39,181.1,91,8.15,11.2,8,3.02,1,False,681.3,73.82,2.7361445783132528,Very High,68
64,408,no,no,0,124.1,117,21.1,192.8,108,16.39,162.9,84,7.33,6.4,5,1.73,3,False,479.79999999999995,46.55,1.5527508090614885,Low,54
80,510,yes,yes,30,184.2,132,31.31,167.5,109,14.24,212.8,114,9.58,10.0,10,2.7,0,False,564.5,57.83,1.5901408450704226,Medium,68
56,415,no,no,0,222.7,133,37.86,277.0,89,23.55,101.8,94,4.58,13.6,4,3.67,4,False,601.5,69.66,1.9034810126582278,High,62
120,415,no,no,0,149.2,98,25.36,193.6,88,16.46,248.9,119,11.2,11.1,5,3.0,1,False,591.6999999999999,56.019999999999996,1.9399999999999997,High,73
103,510,no,no,0,206.5,125,35.11,180.2,113,15.32,220.6,95,9.93,12.2,4,3.29,3,False,607.3,63.65,1.8237237237237236,High,60
164,510,no,yes,27,159.7,102,27.15,168.8,113,14.35,244.1,127,10.98,9.6,9,2.59,3,False,572.6,55.07000000000001,1.6742690058479532,Medium,78
116,415,no,yes,27,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,False,627.0,64.07,2.2717391304347827,High,78
121,408,no,no,0,213.2,79,36.24,120.7,116,10.26,244.4,102,11.0,7.5,4,2.03,1,False,578.3,59.53,1.947138047138047,Medium,68
55,415,yes,no,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,660.3,72.49,2.13,Very High,58
183,415,no,no,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2,False,544.8,50.27,1.7240506329113923,Medium,66
104,408,no,no,0,263.4,101,44.78,235.5,117,20.02,102.0,146,4.59,13.0,4,3.51,0,False,600.9,72.9,1.6508241758241757,High,72
90,408,no,no,0,140.2,97,23.83,213.9,102,18.18,120.0,126,5.4,7.1,2,1.92,1,False,474.1,49.33,1.4587692307692308,Low,56
82,415,no,no,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1,False,467.4,54.5,1.6285714285714286,Low,51
101,415,no,no,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,554.0,54.379999999999995,1.7421383647798743,Medium,73
9,415,no,yes,16,88.5,87,15.05,178.8,108,15.2,228.7,96,10.29,11.5,3,3.11,2,False,496.0,43.65,1.70446735395189,Low,83
97,415,no,no,0,215.3,58,36.6,242.4,91,20.6,279.8,105,12.59,12.1,9,3.27,0,False,737.5,73.06,2.9035433070866143,Very High,74
94,408,no,no,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,720.6,76.22,2.3320388349514563,Very High,70
127,510,no,yes,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0,False,696.0,69.44999999999999,2.5682656826568264,Very High,73
125,510,no,yes,34,268.4,112,45.63,222.2,108,18.89,117.6,102,5.29,10.3,3,2.78,0,False,608.1999999999999,72.59000000000002,1.8888198757763972,High,60
140,415,no,no,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,False,649.3,62.68000000000001,1.9917177914110429,Very High,62
90,415,no,no,0,114.4,122,19.45,127.7,154,10.85,253.1,109,11.39,10.1,5,2.73,2,False,495.20000000000005,44.419999999999995,1.2862337662337664,Low,70
67,415,no,no,0,138.9,65,23.61,208.9,109,17.76,232.4,82,10.46,9.2,3,2.48,2,False,580.2,54.31,2.26640625,Medium,77
113,415,no,no,0,186.0,55,31.62,237.4,105,20.18,148.1,83,6.66,12.2,6,3.29,1,False,571.5,61.74999999999999,2.3518518518518516,Medium,68
121,510,no,yes,26,170.4,91,28.97,254.5,90,21.63,219.6,122,9.88,15.1,5,4.08,0,False,644.5,64.56,2.127062706270627,Very High,53
93,408,no,no,0,164.5,95,27.97,230.9,87,19.63,149.9,91,6.75,9.9,3,2.67,4,False,545.3,57.019999999999996,1.9974358974358972,Medium,54
121,408,no,no,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,False,432.5,50.6,1.5784671532846715,Low,54
53,408,no,no,0,261.2,119,44.4,250.8,105,21.32,176.0,112,7.92,9.8,2,2.65,0,True,688.0,76.29,2.0476190476190474,Very High,78
75,415,no,no,0,190.5,91,32.39,178.4,75,15.16,162.4,113,7.31,13.1,5,3.54,1,False,531.3,58.4,1.904301075268817,Medium,65
132,510,no,no,0,181.1,121,30.79,314.4,109,26.72,246.7,81,11.1,4.2,9,1.13,2,False,742.2,69.74,2.3864951768488747,Very High,52
162,408,no,no,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,False,445.4,48.529999999999994,1.306158357771261,Low,78
140,415,no,no,0,160.5,114,27.29,240.5,103,20.44,233.5,121,10.51,11.3,4,3.05,1,False,634.5,61.29,1.8772189349112427,High,71
91,408,no,no,0,134.7,116,22.9,295.3,98,25.1,195.5,121,8.8,6.6,5,1.78,2,False,625.5,58.58,1.8671641791044775,High,73
73,510,no,yes,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2,False,536.4,56.85,1.4536585365853658,Medium,73
95,408,yes,no,0,228.9,134,38.91,255.7,71,21.73,208.0,120,9.36,10.1,2,2.73,4,True,692.6,72.73,2.131076923076923,Very High,56
145,408,no,no,0,241.7,137,41.09,135.8,100,11.54,277.6,123,12.49,13.1,3,3.54,0,False,655.1,68.66000000000001,1.8197222222222222,Very High,84
100,415,no,no,0,131.1,108,22.29,176.2,81,14.98,89.7,81,4.04,4.3,4,1.16,1,False,396.99999999999994,42.46999999999999,1.47037037037037,Low,64
122,415,no,no,0,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,False,671.6999999999999,71.04,2.1598070739549837,Very High,84
109,415,no,no,0,200.1,72,34.02,300.9,120,25.58,236.0,68,10.62,11.9,5,3.21,0,False,737.0,73.42999999999999,2.8346153846153848,Very High,63
82,408,no,no,0,154.0,107,26.18,94.4,114,8.02,287.6,95,12.94,10.1,7,2.73,1,False,536.0,49.87,1.6962025316455696,Medium,80
65,415,no,yes,23,224.2,106,38.11,189.6,100,16.12,222.8,75,10.03,9.8,4,2.65,0,False,636.5999999999999,66.91000000000001,2.265480427046263,High,45
52,510,no,no,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,False,485.5,49.89,1.8251879699248121,Low,52
136,415,no,yes,24,174.6,76,29.68,176.6,114,15.01,214.4,91,9.65,8.8,5,2.38,2,False,565.6,56.72,2.012811387900356,Medium,65
75,415,no,no,0,138.5,110,23.55,153.2,86,13.02,215.6,103,9.7,11.1,7,3.0,1,False,507.29999999999995,49.269999999999996,1.6966555183946488,Low,44
146,408,no,no,0,109.0,69,18.53,265.8,98,22.59,228.3,80,10.27,12.6,2,3.4,1,False,603.1,54.79,2.4417004048582998,High,77
105,408,no,no,0,162.3,99,27.59,212.5,95,18.06,214.7,114,9.66,11.1,8,3.0,4,False,589.5,58.31,1.9139610389610389,High,61
48,415,no,no,0,210.8,84,35.84,189.6,98,16.12,157.6,99,7.09,16.4,3,4.43,2,False,558.0,63.48000000000001,1.9857651245551602,Medium,62
45,415,no,no,0,142.4,107,24.21,318.7,78,27.09,224.1,108,10.08,11.1,7,3.0,1,False,685.2,64.38,2.338566552901024,Very High,74
106,415,no,yes,37,223.5,104,38.0,235.1,99,19.98,140.1,90,6.3,10.6,5,2.86,2,False,598.7,67.14,2.043344709897611,High,68
33,510,no,no,0,182.5,65,31.03,232.1,96,19.73,149.2,82,6.71,7.5,2,2.03,2,False,563.8,59.50000000000001,2.320164609053498,Medium,74
68,408,no,no,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False,566.4,61.5,1.656140350877193,Medium,62
106,408,no,no,0,193.6,66,32.91,238.2,82,20.25,176.4,107,7.94,12.9,3,3.48,0,False,608.1999999999999,64.58,2.385098039215686,High,66
141,415,no,no,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11.0,6,2.97,0,False,525.1,56.92999999999999,1.875357142857143,Medium,66
98,408,no,no,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False,579.2,66.75,1.723809523809524,Medium,66
94,510,no,yes,28,233.2,88,39.64,113.3,102,9.63,118.0,71,5.31,16.1,4,4.35,0,False,464.5,58.93000000000001,1.7796934865900382,Low,70
65,510,no,no,0,158.8,53,27.0,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,False,536.6,54.18999999999999,1.972794117647059,Medium,66
85,415,no,no,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,False,585.1999999999999,55.74,1.757357357357357,High,63
71,510,no,no,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,True,807.5999999999999,85.52999999999999,2.4773006134969324,Very High,65
112,408,no,yes,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,False,359.3,33.97,1.1665584415584416,Low,83
110,415,no,no,0,148.4,95,25.23,193.8,98,16.47,206.0,106,9.27,6.9,6,1.86,0,False,548.2,52.83,1.833444816053512,Medium,52
111,415,no,no,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,False,642.4,71.81,2.17027027027027,High,78
74,408,no,no,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,True,714.1,80.07,2.380333333333333,Very High,56
105,510,no,no,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,False,461.4,46.02,1.7280898876404494,Low,53
40,408,no,no,0,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,False,629.4,70.55000000000001,2.3750943396226414,High,83
128,408,yes,yes,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,True,601.5,64.92999999999999,2.005,High,54
123,408,no,no,0,236.2,135,40.15,273.9,88,23.28,227.0,77,10.22,10.1,6,2.73,2,True,737.0999999999999,76.38000000000001,2.457,Very High,84
122,510,no,no,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,False,525.7,52.739999999999995,2.1197580645161294,Medium,73
114,408,no,yes,19,154.6,100,26.28,241.6,109,20.54,160.0,112,7.2,12.6,1,3.4,3,False,556.2,57.42,1.732710280373832,Medium,73
102,415,no,yes,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,False,502.3,49.599999999999994,1.819927536231884,Low,74
126,415,no,no,0,103.7,93,17.63,127.0,107,10.8,329.3,66,14.82,14.4,1,3.89,0,False,560.0,47.14,2.1052631578947367,Medium,68
150,415,no,no,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,True,507.1,51.559999999999995,1.8712177121771219,Low,51
60,408,no,no,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,True,788.2,85.09,2.699315068493151,Very High,68
123,408,no,no,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,607.7,70.28,2.178136200716846,High,72
138,510,yes,no,0,196.2,129,33.35,176.5,86,15.0,232.4,108,10.46,15.2,1,4.1,0,True,605.1,62.910000000000004,1.8733746130030962,High,34
29,510,no,no,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,False,470.6,54.51,2.028448275862069,Low,70
